infer1,infer2,infer3,infer4,infer5,infer6,infer7,infer8,infer9,infer10,infer11,infer12,infer13,infer14,infer15,infer16,infer17,infer18,infer19,infer20,infer21,infer22,infer23,infer24,scan1,scan2,scan3,scan4,scan5,scan6,scan7,scan8,scan9,scan10,scan11,scan12,scan13,scan14,scan15,scan16,scan17,scan18,scan19,scan20,scan21,scan22,scan23,scan24,age,strategy,knowledge,precision,recall,fairness,prolific_id,condition,id,experiment
10,12,10,4,3,8,7,9,15,5,6,3,5,2,4,8,5,7,6,4,3,3,5,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21,"The factor that most influenced my decisions was mainly the fact that Alex knows the theft rates of each planet. I figured that, if Alex only scans when necessary, taking into consideration the theft rate of the subject's planet, when he scanned twenty individuals from a planet, even if it turned out none of the individuals stole a gem, there is a reason why Alex decided he should spend time and money to make the scans. This is what I considered the most when trying to estimate the proportion of visitors from each planet might have stolen a gem.",6.0,6.0,6.0,4.0,60d3f3cc1db081b03375f5de,16_counter,exp3_8to16_48,3
2,5,8,1,2,5,1,4,14,4,7,3,2,2,4,4,5,5,4,2,2,5,4,13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25,"If the number of the unscanned is  too much, the next time I choose to scan them, Instead, if there are too many ""innocent"" aliens that are scanned, i will pass them",7.0,2.0,6.0,4.0,60e4ca0adc9d4589e5556656,16_counter,exp3_8to16_49,3
2,10,9,0,1,10,5,6,13,10,15,3,0,1,4,3,6,5,8,1,2,5,6,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,I tried to guess by adding about a range from 2 to 8 more depending on how many were scanned.,6.0,6.0,6.0,6.0,5a7290e3f1530b000103df0e,16_counter,exp3_8to16_50,3
4,10,11,1,2,2,1,5,6,4,8,8,5,5,4,3,3,4,6,2,0,7,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,21,6,7.0,4.0,5.0,1.0,60e7502a0689b5e3ed5d8d8c,16_counter,exp3_8to16_51,3
10,5,10,18,5,10,0,8,15,2,17,6,10,1,5,16,8,20,0,15,4,1,10,14,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24,"With probabilities, for instance: 12 (random number of thieves caught) = X (being X the number of people analised) so Y (being Y the number of people I chose)= 20.",6.0,4.0,3.0,5.0,60e4e45c445d09c3f3c0a399,16_counter,exp3_8to16_52,3
10,3,11,19,8,10,10,6,14,2,7,11,9,9,4,11,13,10,4,9,3,1,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25,"I considered the minimum to be the thieves that have been identified as such, and then added to that 50% of the scanned visitors that were not identified as thieves, but scanned.",6.0,6.0,5.0,4.0,609c1037e6c696620986cc20,16_counter,exp3_8to16_53,3
3,2,7,1,3,8,5,9,10,2,9,2,0,1,3,10,5,5,3,3,2,1,10,15,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24,By looking at the results,4.0,5.0,3.0,2.0,5b8eda7cdc2b880001b6f1de,16_counter,exp3_8to16_54,3
3,5,7,2,3,8,3,6,13,3,9,6,2,3,4,5,7,7,5,4,1,2,5,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18,I based it more or less one what Alex found and scanned.,4.0,4.0,7.0,5.0,60e8661f7426bbcdc9bc2a80,16_counter,exp3_8to16_55,3
3,2,10,2,3,9,1,3,9,3,5,4,1,2,3,3,7,4,3,2,2,2,3,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34,i just thought that each kind of visitor may have more or less the same number of thiefs that already have stolen idk,6.0,4.0,4.0,4.0,5ba5a93f38803d000126567d,16_counter,exp3_8to16_56,3
2,4,6,0,1,6,0,5,16,3,8,3,1,1,3,2,5,5,6,1,3,1,5,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,26,i guess that can be identical of the planet showned ,4.0,2.0,3.0,2.0,5dc8b885902a98623358a8ef,16_counter,exp3_8to16_57,3
18,5,15,20,16,10,17,4,18,3,6,19,17,20,8,18,20,19,5,17,4,2,17,8,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19,I assumed that Alex Has a knowledge about each planet and followed his rules,6.0,4.0,5.0,3.0,5f1b26dbd5dc042c9aedb7a4,20_counter,exp3_4to20_0,3
20,2,7,9,9,6,10,3,9,1,7,10,18,10,7,10,10,10,2,9,3,1,20,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30,At first I was choosing a number that Alex has scanned. Later I changed my mind - I chose half of that.,3.0,3.0,3.0,3.0,60db8a8ff31e03de4159cf14,20_counter,exp3_4to20_1,3
4,6,5,1,0,8,6,6,3,5,8,5,0,4,1,2,4,2,2,1,1,2,4,3,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,Based on the results ,5.0,5.0,5.0,4.0,5b9a4067fe0ef200013fe1ed,20_counter,exp3_4to20_3,3
2,10,10,0,1,12,4,10,2,20,20,3,0,1,3,3,6,5,10,2,5,10,4,20,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,18,seing the percentage of guys that are stoling things,4.0,4.0,5.0,4.0,5f80cd29ccd27c1664c6420b,20_counter,exp3_4to20_4,3
2,13,8,0,1,10,0,15,2,18,19,3,0,1,6,3,5,5,16,1,2,9,4,20,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,38,"Looking to how many stolen them, only that",6.0,6.0,5.0,6.0,5f20678a817321134bd74855,20_counter,exp3_4to20_6,3
5,3,8,2,3,6,2,5,3,2,8,3,2,3,2,6,9,10,5,3,5,1,6,7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22,"Since it is random and since he knows the theft rate, i assumed when he scanned more the theft rate was higher and so the number of visitors of each planet that have stolen a gem should be as well, because it has higher chance",3.0,4.0,6.0,6.0,60ec90d322a36380b8ac76c8,20_counter,exp3_4to20_7,3
2,20,11,0,1,6,0,20,2,20,7,3,0,1,6,3,6,5,20,1,4,15,4,20,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,35,I based it on the ratio of thieves by number of scans. So if 5 people were scanned and 5 stole it was likely all 20 being scanned would have stolen given the data from the first scan of new visitors..,4.0,4.0,4.0,6.0,60ec8212e1c407d8fb5a6f98,20_counter,exp3_4to20_8,3
2,4,7,0,1,6,0,5,2,2,7,3,2,1,2,3,6,5,4,3,1,1,4,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Mostly just a guess based on what I had seen previously,5.0,3.0,5.0,4.0,60ec95c53e531908b76c9a46,20_counter,exp3_4to20_10,3
2,3,6,0,0,9,0,5,1,0,10,3,0,2,4,5,10,4,6,2,0,1,3,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,26,i use as guide the amount of scanned visitors,5.0,3.0,6.0,4.0,5a809c0a190420000155d01b,20_counter,exp3_4to20_11,3
2,3,10,0,1,10,0,18,1,18,20,5,0,3,11,4,11,5,14,2,3,1,5,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41,By looking at the information already given.,6.0,7.0,3.0,5.0,5c730c1e32ed490001df92c1,20_counter,exp3_4to20_13,3
5,3,10,2,3,8,2,8,3,4,16,9,4,12,6,4,6,5,7,3,3,3,5,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18,"Usually around I assumed the number of thieves to be 33% higher than the number of those who were caught, if the pool of scanned people was lower than 12-15 people. If it was bigger I trusted Alex more, and assumed the theft rate was quite high.",2.0,6.0,5.0,3.0,60e990b28db857ff305f6e1a,20_counter,exp3_4to20_16,3
2,20,8,0,1,6,0,20,2,2,20,3,0,1,5,3,6,5,4,14,3,20,4,20,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18,"I looked at what fraction of people scanned did steal, and then applied this fraction to the amount of people who weren’t scanned. The total of people who weren’t scanned but Stoke was added to the total of people who were scanned and did steal. ",4.0,2.0,3.0,5.0,60e8bfbaf649aed5b93af5e5,20_counter,exp3_4to20_17,3
4,4,6,2,3,8,5,5,4,4,10,6,2,4,3,6,4,10,10,4,5,2,7,8,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23,I based my guess on the amount of visitors Alex scanned among the groups of 20 and how many of them had stolen a gem. I always aimed at a higher proportion,4.0,5.0,5.0,3.0,5fe6fb05b9b609059e4613e0,20_counter,exp3_4to20_18,3
2,10,3,10,19,5,10,3,19,1,13,0,0,0,4,1,0,0,4,18,4,1,4,14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,"I compared how many were scanned and how many just passed. If the amount of scanned people was too high, I assumed that the theft rate was also high as well, and I used that information the guess how many might steal a gem the next time.",7.0,5.0,4.0,7.0,60ea091fdb5ed5f90a47030b,20_counter,exp3_4to20_20,3
20,3,9,4,1,9,0,8,3,7,7,20,10,10,4,3,6,6,5,14,6,2,8,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20,By how many visitors Alex let pass since he knows the theft percentage of all planets ,3.0,3.0,3.0,7.0,60e3a0be981d823eeef123ba,20_counter,exp3_4to20_21,3
2,15,10,1,1,9,0,15,2,5,20,3,0,1,5,3,6,5,12,2,4,7,4,18,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,With the ratio of the people scanned and the people who stole the gem.,5.0,6.0,4.0,5.0,60ec99f277f9a3a19f42c184,20_counter,exp3_4to20_22,3
2,3,10,0,1,11,6,5,2,7,7,3,0,1,15,5,6,5,12,2,3,10,4,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21,"I was a bit confused at first But then I followed a strategy where I thought that the more people were scanned, the higher the chance of their population being thieves must be., ",4.0,5.0,5.0,4.0,60eadde801a7869e863e5162,20_counter,exp3_4to20_26,3
16,3,10,15,19,13,16,5,14,2,7,16,18,16,7,19,16,16,4,18,5,1,16,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20,"For planets which alex scanned high proportions I imagined that the majority of the populations were thieves, and for the planets they scanned only a few I matched his number",6.0,6.0,6.0,7.0,5e9b959c77f86e0a8314b0e8,20_counter,exp3_4to20_28,3
18,4,16,17,17,14,18,7,16,3,9,18,14,18,6,17,18,18,6,16,7,3,18,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30,"I try to focus in the Alex criteria, because he already had a very large sample of all the different aliens, even when the number of thiefs were low, that doesn't change the bigger image. Also i already had some experience with the MIL STD 105E, so that give me an idea, even when Alex don't follow that standard",7.0,6.0,5.0,2.0,60e77e01ea0c6e4f6c5b6cb0,20_counter,exp3_4to20_29,3
4,2,6,3,4,8,0,8,4,3,5,5,3,5,2,3,9,6,6,5,2,0,6,5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,19,considering the amount of visitors that alex scanned,3.0,5.0,5.0,3.0,60770324872c45fe82c04328,20_counter,exp3_4to20_31,3
0,5,7,0,1,6,1,4,2,0,8,3,3,0,0,3,4,5,2,2,1,0,0,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21,I just guessed on top of my head,5.0,5.0,6.0,6.0,60eb072ab489da27f8ea99ac,20_counter,exp3_4to20_32,3
2,4,7,0,1,7,0,5,2,2,7,3,0,1,2,3,6,5,4,1,1,1,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,23,With the rate,5.0,4.0,6.0,3.0,60e459c460a261c51925f4c4,20_counter,exp3_4to20_33,3
12,2,11,19,19,13,20,10,19,2,12,16,6,12,6,15,17,20,8,18,5,1,10,7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20,I was partially looking at amount of scanned visitors by Alex,5.0,4.0,4.0,5.0,60debbeba4e9cbc6e89d0aa5,20_counter,exp3_4to20_34,3
17,2,12,17,18,11,18,5,18,2,10,18,1,18,8,17,18,18,5,16,4,2,18,11,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27,"i believed in alex and big numbers, not just a sample",6.0,2.0,2.0,2.0,6064cc709db8481b1c5e7b1b,20_counter,exp3_4to20_35,3
2,5,10,0,1,6,0,5,2,2,7,8,0,8,2,3,8,5,4,1,1,1,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,At first I followed a pattern as to how many thieves would follow after each planet and from there I summed up an equation to determine the likelihood of the following planets having either high or low thefts,3.0,3.0,5.0,4.0,60ec0ded5fb4180a67cc415f,20_counter,exp3_4to20_36,3
10,5,8,1,1,8,0,10,2,4,10,3,5,1,3,3,5,5,10,2,2,5,4,9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,34,Based on Alex scanned and the number of caught thieves.,3.0,3.0,3.0,4.0,5f4bb7df5071eb06891ccb10,20_counter,exp3_4to20_37,3
16,5,7,15,10,13,10,5,14,6,5,15,15,12,7,13,14,17,3,15,3,2,15,7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20,I made my guesses based on the number of thieves caught and the number of visitors that passed without scanning which is an indicator of the thief rate in each planet,3.0,3.0,2.0,2.0,5c3235d867cf500001a49f55,20_counter,exp3_4to20_38,3
2,7,5,0,1,11,0,8,2,9,13,0,0,0,5,1,4,5,11,1,3,5,4,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,based on intuicion and past  proportions,4.0,3.0,5.0,3.0,601d727d65282d0dda881dcf,20_counter,exp3_4to20_39,3
2,9,10,1,1,8,1,12,2,6,12,4,0,2,4,4,6,5,6,1,3,5,4,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22,depending on the ones that actually were caught and depending on the sample size (the ones that we actually scanned),5.0,5.0,5.0,3.0,5f6d1d377acad2185c246c8b,20_counter,exp3_4to20_40,3
5,4,8,2,1,7,0,6,2,2,8,9,0,9,3,3,8,6,5,4,1,2,3,7,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20,"At first I wasn't thinking about the fact that Alex knew the rate so I just guesses the proportion based on how many thieves were in that group. However, later I started thinking that if Alex scanned so many of them, it's probable that that planet must have a lot of thief rate",3.0,5.0,6.0,3.0,60e70d678909d1d5e5bd8943,20_counter,exp3_4to20_41,3
16,4,11,10,13,12,12,5,12,3,6,17,14,16,6,14,15,14,4,11,3,1,15,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32,I was thinking about the fact that they are randomly selected people and it does not mean that the whole nation would behave like that. ,6.0,6.0,7.0,5.0,5de9754e787719023128a036,20_counter,exp3_4to20_44,3
2,4,10,1,1,10,0,18,2,12,20,2,0,1,6,4,6,5,18,2,4,10,4,17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,40,By making a a comparation with the data provided.,3.0,5.0,4.0,4.0,60ec58e497a8d62dd7a69f00,20_counter,exp3_4to20_45,3
2,12,11,1,2,11,0,15,3,16,7,3,0,1,6,3,6,5,12,2,4,10,4,13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,18,I just thought about how many were scanned and had stolen gems and compared it to how many weren't scanned,6.0,5.0,3.0,4.0,60e504dc5f86f5b0e2eb6d17,20_counter,exp3_4to20_46,3
2,3,7,0,1,6,0,20,2,2,7,3,0,1,2,3,6,5,20,1,3,1,4,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,21,Looked at what proportion of those that had been scanned had a gem and then applied this to the total 20.,6.0,2.0,6.0,3.0,60ea15f67a273876bacf2066,20_counter,exp3_4to20_47,3
2,3,7,0,1,9,0,11,2,5,18,3,1,1,6,3,6,5,19,1,3,10,4,13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,Through the proportion of thiefs detected in Alex's scanning process.,7.0,7.0,4.0,6.0,5bdb859c18f1b90001738f4a,20_counter,exp3_4to20_49,3
3,20,11,1,3,10,0,19,4,13,18,6,3,3,5,9,7,9,20,2,4,8,5,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,40,"I was calculating based on the number of thieves found. so if he scanned and found three thieves after scanning all 20, chances are that the number might be double. I was also basing some of my answers on how many he scanned. If the number of gems stolen was less than 5, maybe not all need to be scanned. For me it would be pointless to scan everyone and find only 2 gems stolen. If he scanned 6 and found all 6 had stolen, chances are that all the visitors from that planet had stolen and all would need to be scanned. ",3.0,7.0,5.0,5.0,5eb092b04a7fdf13de13353d,20_counter,exp3_4to20_50,3
2,12,15,1,1,12,0,13,2,10,17,3,0,1,5,3,6,5,15,2,6,4,4,20,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22,The more gems are stolen by the scanned visitors the more curious one gets to see if there are more visitors who have stolen or not ,5.0,6.0,6.0,4.0,60e86131cf4df306f5b38d6b,20_counter,exp3_4to20_51,3
3,10,10,0,0,7,2,15,3,10,15,3,2,1,3,4,6,5,9,3,4,5,4,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,i used the results from previous tests to determine the number of  potential thieves from the next group.,2.0,6.0,5.0,2.0,60e8bc24b19f7dddffe770df,20_counter,exp3_4to20_52,3
16,1,8,18,19,8,2,16,16,1,4,14,1,15,1,6,17,10,2,15,3,11,12,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,38,i mainly followed  alex...had doubts abouts alex,1.0,1.0,1.0,1.0,591a3d023d3e900001045994,20_counter,exp3_4to20_53,3
2,3,7,1,2,6,1,5,2,2,7,3,2,1,3,4,6,5,4,2,1,1,4,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23,I have faith in Alex because he don't scan when it's unnecessary and he knows how many thieves will encounter in every group,5.0,6.0,4.0,5.0,60e5bcab5ae662c5b0d594a9,20_counter,exp3_4to20_54,3
2,3,7,1,1,6,0,5,2,2,20,3,2,1,15,3,6,5,4,1,1,19,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,"I changed my strategy in the middle of the game. On the first part I trusted Alex and guessed accordingly to the visitors that were caught with a gem. But on the second part I thought that the visitors that were not scanned maybe stole a gem, so I added that number of visitors to the number of visitors that were actually caught with a gem.",3.0,5.0,5.0,2.0,60cd05735d6ab583938047fc,20_counter,exp3_4to20_55,3
2,10,8,1,1,8,0,19,2,14,9,3,1,1,4,3,6,5,16,1,4,8,8,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,30,"because if they are a few scanned and everyone have stolen, then it means the rate is high",6.0,6.0,6.0,4.0,5f4044df693fae17d327e44e,20_counter,exp3_4to20_56,3
2,6,10,3,14,10,9,11,15,15,1,12,16,15,6,13,12,7,6,0,3,7,9,16,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,27,sss,6.0,7.0,7.0,5.0,,4_counter,exp4_20to4_0,4
2,3,7,0,9,6,11,5,12,13,0,8,18,15,2,10,20,3,4,4,4,4,4,15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21,caught / scanned,6.0,5.0,6.0,6.0,,4_counter,exp4_20to4_1,4
4,10,10,0,12,10,9,7,14,10,5,11,18,12,6,13,20,6,10,1,5,6,8,16,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,Based on the percentage of those who were scanned that were thieves,5.0,4.0,3.0,4.0,3034641312,4_counter,exp4_20to4_2,4
2,20,13,1,5,13,14,14,15,15,2,13,18,14,13,4,20,14,8,19,16,14,14,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,20:1,3.0,3.0,4.0,4.0,3036165222,4_counter,exp4_20to4_3,4
19,1,8,17,15,12,6,9,15,15,3,13,13,11,5,14,19,8,2,1,3,9,9,11,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,Based on the amount of people that Alex decided to scan.,6.0,6.0,5.0,6.0,,4_counter,exp4_20to4_4,4
2,15,11,0,13,9,9,8,14,14,5,11,18,13,4,13,20,7,14,7,3,6,8,15,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20,I estimated it to be about the same as the proportion from the visitors I already saw. ,3.0,2.0,2.0,3.0,3034715490,4_counter,exp4_20to4_5,4
3,9,10,1,9,7,10,6,12,12,5,10,17,12,5,12,18,5,4,10,4,4,7,14,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20,"It took me a few rounds to figure it out, but I tended to do proportion of scanned that had a gem*the number unscanned and then added them together. If there was so liittle scanned, I tended to just guess half.",3.0,4.0,2.0,2.0,3034571567,4_counter,exp4_20to4_6,4
